sample,file,mse,mae,rmse,relative_l2,r2
45,Training dataset/1/Chirp_3_0.05.mat,22175870.70677354,1883.8432428794754,4709.126320961622,0.3352704804715338,0.8869350602479189
46,Training dataset/3/Photothermal4_Data1_13_pw13.mat,242028852.52909338,9649.225914547857,15557.276513872645,0.4834437687696771,0.7653932228672361
47,Training dataset/7/Photothermal4_Data1_ax5_12_pw12.mat,137149864.95495707,7859.246970365909,11711.100074500135,0.541372087437858,0.6743105492933578
48,Training dataset/5/Photothermal5_Data1_ax5_12_pw12.mat,22041840.364497203,2912.5000709615924,4694.873839039469,0.4311017910547725,0.7933876225299336
49,Training dataset/2/PT_82.mat,283829704161.2893,155824.28013628017,532756.7025963065,0.8270578922550955,0.3010173650605612
50,Training dataset/5/Photothermal3_Data1_ax5_14_pw14.mat,6930488428.015377,58847.28701887241,83249.5551220268,0.4418670640522831,0.7985730686034406
51,Training dataset/9/Photothermal_Data1_plain_04_pw4.mat,21531400.24270822,1819.9869732702564,4640.193987616059,0.37026571340720116,0.8622203024652394
52,Training dataset/8/Photothermal_Data1_ax5_15_pw15.mat,8986532692.503712,67314.75168260159,94797.32428979054,0.31605918414989737,0.8963772317718046
53,Training dataset/8/Photothermal3_Data1_ax5_10_pw10.mat,6469047.385746136,1132.7457519141406,2543.432205848258,0.6358097947120815,0.5876033899933086
54,Training dataset/9/Photothermal2_Data1_plain_14_pw14.mat,25581143212.931087,84331.11482767863,159941.0616850191,0.36529599261999607,0.8653185378609886
55,Training dataset/2/PT_56.mat,57650944.88106977,4145.276728632579,7592.821931342113,0.31110699199827524,0.8983619621531088
56,Training dataset/7/Photothermal2_Data1_ax5_15_pw15.mat,142255459660.73804,274174.46881307696,377167.68109255866,0.6321154967032131,0.5886712730788703
57,Training dataset/1/Irregular_1_PT_1.mat,89461590327.87238,195868.84519159922,299101.30445698893,0.34574531919771684,0.873208735500057
58,Training dataset/7/Photothermal5_Data1_ax5_09_pw9.mat,70115292.68373017,5344.732510389377,8373.487486330303,0.5080124774636173,0.7188552678521297
