epoch,train_mse,train_rel_l2,val_mse,val_mae,val_rel_l2,lr
1,0.9095211462612497,1.2265510831028223,0.824130898155272,0.2403703574091196,1.089382427930832,0.0009999975326009292
2,0.8268650415848242,1.102488848567009,0.8321850693610031,0.2085185993462801,0.9020525604486466,0.0009999901304280684
3,0.7958756456704578,1.0306476905941964,0.79041225471301,0.21103559196926652,0.9823665022850037,0.000999977793554475
4,0.734689357301977,0.9485284842550754,1.8087421845120843,0.31971489954739807,1.3730091840028762,0.0009999605221019082
5,0.7364391307724872,0.9575423538684845,0.9001259327196749,0.2278809648938477,1.3546762242913246,0.0009999383162408303
6,0.8240694209875074,1.006301111727953,0.8299777210922912,0.2595404352992773,1.2867710560560226,0.0009999111761904045
7,0.6823183032945963,1.0009131200611592,0.818117659620475,0.2255211712792516,0.9600575000047684,0.000999879102218492
8,0.9267222969632712,0.9616895947605372,0.645503512310097,0.20354531137272716,1.0400779336690902,0.00099984209464165
9,0.563103222407517,0.815675169788301,0.6408130092604551,0.19053347017616035,0.8225706174969674,0.000999800153825128
10,0.5872736682453251,0.8174999974668026,0.659964207347366,0.19402708364650606,0.8783041790127755,0.0009997532801828656
11,0.566716339827326,0.7664508381858468,1.6638787136878819,0.31996477395296097,1.5643651872873305,0.0009997014741774863
12,0.5190271836720057,0.7981258926913142,0.5373599215876311,0.18180078230798244,0.8598749384284019,0.0009996447363202945
13,0.534864104436565,0.716480678319931,0.6282969336461974,0.19208322428166866,0.9819893494248391,0.00099958306717127
14,0.49990476287857744,0.7488020109012723,0.7738607144099661,0.19871543142944575,0.8631824806332589,0.0009995164673390624
15,0.5024969732854515,0.7596326259896159,0.6384393625950906,0.19601198909804224,0.8879678040742874,0.0009994449374809851
16,0.5033734721240762,0.7173713989555836,0.5898904396803119,0.20294302720576524,1.1814142704010009,0.0009993684783030088
17,0.4890710530722572,0.7997077187523246,0.5242655804788228,0.18311505243182183,0.7865422561764717,0.0009992870905597548
18,0.4646965816617012,0.6984372563660145,0.619558620188036,0.19310299810022116,0.9608479902148247,0.0009992007750544874
19,0.46257273020346473,0.7286760892719031,1.8987091730930843,0.30179756013676523,1.5972666770219803,0.0009991095326391058
20,0.4607027136044053,0.6915832368656993,0.5208343438454903,0.17585618067532777,0.7948166579008102,0.0009990133642141356
21,0.4622532032630261,0.7210901778191328,0.5648267253010999,0.1856625722721219,0.9248298421502114,0.0009989122707287207
22,0.4762285040324059,0.729831562936306,0.6798878163914196,0.21877194549888374,1.2538630366325378,0.0009988062531806124
23,0.48974856940949396,0.724090133048594,0.5075172781711444,0.1791159681044519,1.0503601491451264,0.0009986953126161617
24,0.439094205505171,0.6990135291591286,0.537853015094879,0.1829111896455288,1.006169791519642,0.0009985794501303066
25,0.4497092610068648,0.6834594152867794,0.4603767005726695,0.16965575059875845,0.7411521136760711,0.0009984586668665637
26,0.45676137848422516,0.7075679071247578,1.4865984219679376,0.2658139595296234,1.2009805724024774,0.0009983329640170144
27,0.4415957097924547,0.7294552089646459,0.7528353541885735,0.21691640876233578,1.264171276986599,0.0009982023428222956
28,0.4255345885816496,0.6769251612946391,0.49307495294779075,0.1755065462552011,1.037863950431347,0.0009980668045715857
29,0.4404663535860891,0.6750191660597921,0.5086356049025198,0.1753052224870771,0.7606560468673706,0.0009979263506025922
30,0.41402960059531324,0.6776302175596356,0.4884660621290095,0.1721302063204348,0.971135625243187,0.0009977809823015393
31,0.4083726996630503,0.6686821330338717,0.5210622116806917,0.1742608337663114,0.9440222471952439,0.0009976307011031536
32,0.41581878767028685,0.7040487201884389,0.6247542844008421,0.19421202945522964,1.0224734961986541,0.0009974755084906496
33,0.40607387903182823,0.6921930907294154,0.580609589323285,0.18450427264906466,1.0168221205472947,0.0009973154059957155
34,0.40325734497382654,0.6513103134930134,0.4950225740467431,0.1690058225300163,0.9198082223534584,0.0009971503951984987
35,0.39233743803197285,0.6636351212859154,0.6314448130317032,0.19362397231161593,0.8216090679168702,0.0009969804777275892
36,0.4094920984527562,0.6520178586244583,0.4789715872117085,0.17349389460869133,0.7483509004116058,0.0009968056552600035
37,0.39508482361961794,0.690413480065763,0.5851670212228782,0.18199748829938472,0.7752003371715546,0.000996625929521169
38,0.4013657966857863,0.6443159407004714,0.4758256064087618,0.16845384715124964,0.7179079279303551,0.0009964413022849061
39,0.3851494842056127,0.6558031018823385,0.475171059629065,0.1680310336407274,0.8403892949223518,0.0009962517753734112
40,0.3921661480395414,0.6362790079787374,0.4712215444771573,0.16760590458288788,0.8277378916740418,0.0009960573506572383
41,0.39097118336358105,0.6807126149535179,0.6355962405446917,0.1865242232568562,1.3584141254425048,0.0009958580300552808
42,0.36568542917411834,0.6445575514808297,0.5616115468001226,0.18585615674965084,0.987634401023388,0.0009956538155347526
43,0.3575904271769105,0.6282721919938922,0.6555645467014983,0.22717817965894938,1.2998704835772514,0.0009954447091111687
44,0.36786882008309474,0.6377105543389916,0.6305833328515291,0.21068553496152162,2.1289050608873366,0.0009952307128483248
45,0.36581636584887745,0.6336961067281663,0.5248429845436476,0.17945385579951106,0.7966862767934799,0.000995011828858278
46,0.376027208729829,0.6377416728995741,0.5057922498672269,0.17145471833646297,0.9206879884004593,0.0009947880593013246
47,0.36964093241022056,0.6334447022527456,0.6656665541609982,0.18716387562453746,1.0150006234645843,0.00099455940638598
48,0.3478655659768265,0.6463819801807403,0.4772879013675265,0.1667601850349456,0.705147597193718,0.0009943258723689563
49,0.36897459998544946,0.6894786093384028,0.5953345473913941,0.18501146072521807,0.8008526593446732,0.0009940874595551397
50,0.36690018782028344,0.6578152194619179,0.5286173677624901,0.1750469974242151,0.7404843077063561,0.0009938441702975682
51,0.33440286965633276,0.6339965762570501,0.5891684954985976,0.2182769663631916,1.6758643865585328,0.000993596006997409
52,0.3373900809794577,0.6113137267529964,0.4777814409171697,0.16857992368750274,0.7058035388588906,0.0009933429721039333
53,0.34596959071204764,0.5953521069139243,0.6606393920985283,0.19241656856611372,0.8794716581702232,0.0009930850681144938
54,0.3367144139223456,0.6256281355395913,0.6015940577723086,0.1807114648167044,1.1802033245563508,0.0009928222975744982
55,0.33315053647984316,0.6131310638040304,0.6097736861789599,0.1863389119040221,1.3134420588612556,0.000992554663077386
56,0.32574548058764774,0.6155760072171688,0.45967225842177867,0.17001850944943725,0.7313432574272156,0.0009922821672646018
57,0.2931001904378718,0.5816486451774836,0.6028069507272449,0.18824195936322213,0.8867564290761948,0.0009920048128255691
58,0.3048348518954299,0.6009246649220585,0.4387653191544814,0.1689425447024405,0.708127747476101,0.0009917226024976642
59,0.3314436570937687,0.5993355131708086,0.49943506477866323,0.17761706793680787,0.7402643084526062,0.0009914355390661888
60,0.3071084859206167,0.582357912324369,0.6932952662842581,0.1953236371744424,1.1756782233715057,0.0009911436253643437
61,0.3143128952659026,0.6120533430948853,0.9983643828250933,0.2182007202412933,1.2314458966255188,0.0009908468642731987
62,0.30234476835030366,0.607694011926651,0.6258205896010622,0.18191408701241016,1.0736797764897346,0.0009905452587216663
63,0.29239597041287196,0.6075032163411379,0.44094402585178616,0.16326613272540272,0.6979763060808182,0.0009902388116864716
64,0.2670852892602852,0.5757822087965906,0.4737979971338063,0.16955263381823898,0.7274791434407234,0.0009899275261921227
65,0.2836001502386353,0.5885184931568801,0.5246828434086638,0.17732027331367134,0.7571952313184738,0.0009896114053108821
66,0.31040851508223566,0.5798278138041496,0.47610151635890363,0.16861064662225544,0.7046745777130127,0.0009892904521627353
67,0.27707192734415004,0.5746814012527466,0.605424353206763,0.18547915499657391,0.9125558212399483,0.0009889646699153601
68,0.2899138026483342,0.5726615311577916,0.658777986682253,0.18691729251295328,1.05919409096241,0.0009886340617840958
69,0.2874188358080573,0.6129888747818768,0.6440066070441389,0.1870023906696588,1.0773160248994826,0.0009882986310319113
70,0.2816104876088502,0.5554413803853094,0.47288485734607094,0.17171399910002946,0.7139552608132362,0.0009879583809693727
71,0.28513525718626626,0.5549026600085198,0.673167898657266,0.19592179944738747,1.0848904073238372,0.0009876133149546106
72,0.26372603704658104,0.5532634785398841,0.9907138832932105,0.22290564253926276,1.4009987279772758,0.0009872634363932876
