sample,file,mse,mae,rmse,relative_l2,r2
23,Training dataset/10/Photothermal2_Data1_plain_01_pw1.mat,27814820478.197525,64916.64736099091,166777.75774424337,0.29167714118674826,0.9148094228431386
24,Training dataset/4/Photothermal_Data1_04_pw4.mat,265048345.3633473,11191.280800566836,16280.305444411886,0.8739633426670009,0.23200183539560182
25,Training dataset/10/Photothermal4_Data1_plain_16_pw16.mat,116116265170.46652,164486.4331926674,340758.3677189256,0.3814566547568559,0.8459385269049134
26,Training dataset/6/Photothermal_Data1_ax5_06_pw6.mat,28332020.708131876,2399.6635325637785,5322.783173127746,0.7935488943429447,0.3538886401601573
27,Training dataset/5/Photothermal_Data1_ax5_07_pw7.mat,14671638.63126889,2055.682871376388,3830.3575069788058,1.3672002773448075,-0.8807260502723624
28,Training dataset/1/Irregular_3_Chirp_1_0.05.mat,125445392.90282577,3545.1150922763845,11200.240752002868,0.8996290429216124,0.18529349012689766
29,Training dataset/3/Photothermal3_Data1_15_pw15.mat,47902495111.35974,94914.23605838128,218866.3864355597,0.32456062182838036,0.8920171946736715
30,Training dataset/7/Photothermal5_Data1_ax5_11_pw11.mat,124948301.88970903,6122.386068507516,11178.02763861805,0.8933736356623581,0.146642712744823
31,Training dataset/4/Photothermal4_Data1_01_pw1.mat,871209937947.6089,293098.11509881605,933386.2747799589,1.5361432907714583,-1.3632990072377842
32,Training dataset/4/Photothermal4_Data1_16_pw16.mat,257620684805.13217,251409.034306319,507563.4785966502,0.5195115321320003,0.7136646031230711
33,Training dataset/10/Photothermal3_Data1_plain_04_pw4.mat,403601331.33170223,8790.922696160413,20089.831540650168,0.8646997203549096,0.25046511181783404
34,Training dataset/4/Photothermal_Data1_06_pw6.mat,1241123044.4939299,21696.301290816806,35229.57627468616,0.8469289167228625,0.2765024510583889
35,Training dataset/10/Photothermal2_Data1_plain_15_pw15.mat,71014203682.97295,106578.2106227194,266484.90329279995,0.3828398812275818,0.8499944224087259
36,Training dataset/9/Photothermal_Data1_plain_07_pw7.mat,89527732.16050732,3060.268388593906,9461.90954091759,0.8721499275709078,0.23649413915013806
37,Training dataset/4/Photothermal3_Data1_09_pw9.mat,2180312673.1653357,33872.95768966949,46693.81836137773,0.9075786869051181,0.1659346729886736
38,Training dataset/2/PT_77.mat,639686076.9996701,10681.348741969186,25292.016072264192,0.9523569194217111,0.0907481909404293
39,Training dataset/10/Photothermal_Data1_plain_16_pw16.mat,92864052405.83925,131565.2112498538,304736.03726149496,0.3484191888576178,0.8710622929810501
40,Training dataset/9/Photothermal4_Data1_plain_14_pw14.mat,47671201869.12459,100715.06003020327,218337.35793291213,0.5104913671947253,0.7377137789942626
41,Training dataset/4/Photothermal3_Data1_13_pw13.mat,586382341.1242536,18835.57831776876,24215.332769224,0.9213369986683949,0.14350654360718496
42,Training dataset/9/Photothermal_Data1_plain_01_pw1.mat,13559812644.58887,44246.12256612751,116446.60855769424,0.3649106917680509,0.8666239291623707
43,Training dataset/8/Photothermal_Data1_ax5_11_pw11.mat,46240922.60079455,2706.417049377807,6800.067837955336,0.881931869265806,0.19018513701266837
44,Training dataset/2/PT_11.mat,461431856.2147661,8207.190953084066,21480.96497401283,0.9342829261319631,0.12497964456300137
45,Training dataset/1/Chirp_3_0.05.mat,167095715.31728086,4233.5419896924905,12926.550789645351,0.9203174004470289,0.14805297906933812
46,Training dataset/3/Photothermal4_Data1_13_pw13.mat,907952827.827926,16922.76653109796,30132.25560471579,0.9363625566522007,0.11989052338425776
47,Training dataset/7/Photothermal4_Data1_ax5_12_pw12.mat,339466440.18822587,12347.460754165497,18424.61506214515,0.8517195014114216,0.19386987019963198
48,Training dataset/5/Photothermal5_Data1_ax5_12_pw12.mat,68689537.9404923,4503.148837685956,8287.915174547354,0.7610289857306121,0.35612868496839845
49,Training dataset/2/PT_82.mat,276408273935.8489,162050.10116654387,525745.445948749,0.8161735333784652,0.3192939963572268
50,Training dataset/5/Photothermal3_Data1_ax5_14_pw14.mat,8029110072.790017,63945.871292551616,89605.3015886338,0.4756017191737883,0.7666428534430978
51,Training dataset/9/Photothermal_Data1_plain_04_pw4.mat,129565432.25010312,3625.6555016237057,11382.681241697983,0.9082845677771687,0.17090919005951455
52,Training dataset/8/Photothermal_Data1_ax5_15_pw15.mat,17863143595.833347,95139.94729628634,133653.07177851675,0.4456062567368799,0.7940219601936037
53,Training dataset/8/Photothermal3_Data1_ax5_10_pw10.mat,16675191.715130046,1647.174426985872,4083.5268720959884,1.020804240930303,-0.06303016881335344
54,Training dataset/9/Photothermal2_Data1_plain_14_pw14.mat,53958506583.71631,98012.950944449,232289.70399851198,0.5305360431122448,0.7159153325931553
55,Training dataset/2/PT_56.mat,457210150.2201092,11379.955793461904,21382.472967833004,0.8761218038114986,0.1939430889134811
56,Training dataset/7/Photothermal2_Data1_ax5_15_pw15.mat,127449325520.12175,270712.73020351876,357000.45591024356,0.5983161649939932,0.6314829045003112
57,Training dataset/1/Irregular_1_PT_1.mat,110373635562.84485,219182.21069007492,332225.2783321053,0.38403488447173195,0.8435707126468449
58,Training dataset/7/Photothermal5_Data1_ax5_09_pw9.mat,194814934.24611902,8419.277858530984,13957.612053862187,0.8467966412482292,0.21884099159241743
59,Training dataset/6/Photothermal4_Data1_ax5_06_pw6.mat,34195767.07457571,3148.17624191071,5847.714688198776,0.8053913890862283,0.33363301030281867
60,Training dataset/2/PT_98.mat,437843870.6072073,9516.286088954903,20924.71912851418,0.9268057052910869,0.11622655100318313
61,Training dataset/2/PT_80.mat,935146166.6466211,14715.961685944518,30580.159689684766,0.9717848617957455,0.05207473097112891
62,Training dataset/10/Photothermal2_Data1_plain_16_pw16.mat,90227238195.06633,125077.62199956532,300378.4915653355,0.3412156195597715,0.8765029741014791
63,Training dataset/1/Irregular_2_Chirp_1_0.2.mat,225711451.63741416,6929.597055566601,15023.696337366984,0.9653253354150533,0.05367740456193315
64,Training dataset/1/Irregular_2_Chirp_2_0.1.mat,129918855.89586541,4131.418465062064,11398.19529117945,0.8397061787451423,0.28657653999002686
65,Training dataset/5/Photothermal4_Data1_ax5_01_pw1.mat,4940941862.934757,50133.09895654979,70291.83354369664,0.5385205016481232,0.7030445615677866
66,Training dataset/7/Photothermal4_Data1_ax5_13_pw13.mat,73059983.26965658,3519.295835818597,8547.513279876,1.012309715794915,-0.025148563583426098
67,Training dataset/10/Photothermal2_Data1_plain_10_pw10.mat,630625238.805192,12252.834639763441,25112.252762450287,0.9135817607706602,0.16318962989054386
68,Training dataset/6/Photothermal_Data1_ax5_15_pw15.mat,8366436578.1447115,66771.15793842978,91468.22715098785,0.33647607637582233,0.8854311763578212
69,Training dataset/9/Photothermal4_Data1_plain_07_pw7.mat,88517646.07684314,3180.078744132828,9408.381692769652,0.8702846335322135,0.23907295058697664
