epoch,train_mse,train_rel_l2,val_mse,val_mae,val_rel_l2,lr
1,0.9341850930679356,0.9573230724781752,0.9420581866521388,0.28814504146575926,1.065670919418335,0.0009999975326009292
2,0.7977318295990699,0.9377131927758455,0.7944401621818542,0.3200648494064808,2.120489764213562,0.0009999901304280684
3,0.8147348744634655,0.9042740855365992,0.6277114657685161,0.23990832529962064,1.3263246804475783,0.000999977793554475
4,0.7454068297818595,0.8684087984263897,0.6923631248995662,0.27865548692643644,1.3377209097146987,0.0009999605221019082
5,0.6875530577439349,0.8259776936843991,0.8405518636107445,0.32607191801071167,2.7203316509723665,0.0009999383162408303
6,0.7150756090028153,0.8392914544790984,0.6858009422197938,0.26527164578437806,1.3889837652444839,0.0009999111761904045
7,0.666200358212518,0.8351435046643019,0.6468776921276003,0.277766327932477,1.0251790940761567,0.000999879102218492
8,0.644098348587795,0.800151195563376,0.6046286304481328,0.2425145234912634,1.3976302295923233,0.00099984209464165
9,0.626757381573043,0.8041880322620273,0.7890424072742462,0.3652462221682072,2.5371994495391847,0.000999800153825128
10,0.5945379658316596,0.7886201314628124,0.9433781035244465,0.3994741890579462,2.8809371292591095,0.0009997532801828656
11,0.6087699209430866,0.7989009529352188,0.5369673521257937,0.21422032210975886,0.9557830452919006,0.0009997014741774863
12,0.6122380981010792,0.7805312732234597,0.695581235550344,0.2854634329676628,1.9068152725696563,0.0009996447363202945
13,0.5751801469428756,0.7776954771950841,0.5021445527963806,0.19183634091168641,0.7764950513839721,0.00099958306717127
14,0.5877799377311022,0.7738393986597657,0.4988614073488861,0.20967081785202027,1.0627882391214372,0.0009995164673390624
15,0.5638994828430441,0.7743259241804481,0.5407389730215073,0.22648464571684598,1.0616165578365326,0.0009994449374809851
16,0.5601856108594803,0.7799925319850445,0.7704787358641625,0.3108065739274025,2.330963361263275,0.0009993684783030088
17,0.581139081036963,0.7495983688160777,1.558198055624962,0.4764708332717419,4.6437185972929,0.0009992870905597548
18,0.562502933160431,0.7651197157800198,0.6773963780142367,0.2914765292778611,2.0397983729839324,0.0009992007750544874
19,0.5460455074578932,0.755042908526957,0.4552412564866245,0.1926766224205494,0.8450787097215653,0.0009991095326391058
20,0.5541229252197809,0.7497334768995643,0.46176285756519064,0.20224377755075693,0.9321866542100906,0.0009990133642141356
21,0.5411179453716614,0.7468818759545683,1.4872291897423566,0.4510373279452324,4.290083554387093,0.0009989122707287207
22,0.540032499611334,0.73558578658849,0.47259617059025916,0.20131079163402318,1.017022866010666,0.0009988062531806124
23,0.5354111092270614,0.7403026551008225,0.46402270419057456,0.19798765741288663,0.8926977902650833,0.0009986953126161617
24,0.518770223156389,0.7263158043846488,0.4361305681057274,0.18516811206936837,0.8038664937019349,0.0009985794501303066
25,0.5218393599134288,0.7395416535437107,0.5456881549209356,0.24087442681193352,1.3256150364875794,0.0009984586668665637
26,0.5168120547019498,0.7314594281837344,0.4535142864100635,0.18668996077030897,0.7937508910894394,0.0009983329640170144
27,0.5027242457930697,0.7350117737427354,0.5555354221723974,0.24107090961188077,1.456892541050911,0.0009982023428222956
28,0.49759988624209656,0.7223962921649217,0.42315096765523774,0.18106117211282252,0.7505988225340843,0.0009980668045715857
29,0.5036741520398209,0.7219022966921329,0.5058235934469849,0.19435517992824317,0.9712080985307694,0.0009979263506025922
30,0.5324115565232205,0.7341737922281026,0.42701001960667784,0.17233548993244768,0.7213616997003556,0.0009977809823015393
31,0.5175007429275865,0.7331429999321699,0.4625260614790022,0.20960380118340255,1.03342557400465,0.0009976307011031536
32,0.4928084715582372,0.7200250398367644,0.4183836463605985,0.1738027086481452,0.7190904021263123,0.0009974755084906496
33,0.5030426642235397,0.7239799670875072,0.5580934226512909,0.25410415735095737,1.5555214434862137,0.0009973154059957155
34,0.5019747807848034,0.7311468346044421,0.4410597116686404,0.18691398091614247,0.8179885655641556,0.0009971503951984987
35,0.5014212178517482,0.7217304211109876,0.4290550781879574,0.18165166042745112,0.8601189106702805,0.0009969804777275892
36,0.48582764241291443,0.7177277643233537,0.4427825393388048,0.19874584227800368,0.8590122789144516,0.0009968056552600035
37,0.49628497797602905,0.7106414855457842,0.44500405943254007,0.1836889147758484,0.7346584081649781,0.000996625929521169
38,0.49504159288590016,0.7154727142304182,0.5770291276276112,0.2731274012476206,1.9607566595077515,0.0009964413022849061
39,0.49121004972839727,0.7161596197634935,0.440238212805707,0.18491496229544283,0.8276505798101426,0.0009962517753734112
40,0.4856181055365596,0.7146063573658467,0.4108403024612926,0.16976816039532422,0.7286897525191307,0.0009960573506572383
