epoch,train_loss,train_mse,train_rel,train_grad_t,train_grad_x,train_fft,val_loss,val_mse,val_mae,val_rel,val_grad_t,val_grad_x,val_fft,lr
11,0.21155960611067712,0.16397188236296642,0.4622928278520703,0.051720429235138,0.016201537160668522,0.039796408085385336,0.2318020161241293,0.181995992641896,0.12666824087500572,0.484224870800972,0.053593261539936064,0.015583156328648328,0.04124649716541171,0.0009997014741774863
12,0.22341304747387766,0.17469757769140415,0.47332808524370196,0.05278420117683709,0.01634887154214084,0.04076172902714461,0.23248978108167648,0.18290044339373707,0.13129593171179293,0.48173907697200774,0.054757853597402574,0.016014047618955373,0.04186675827950239,0.0009996447363202945
13,0.17924810461699964,0.13544459375261794,0.4246259415522218,0.05078953685006127,0.01625629092741292,0.03881687329849228,0.21900003924965858,0.1695855851750821,0.12325291447341442,0.48027831614017485,0.05390243716537953,0.01542857806198299,0.04000465152785182,0.00099958306717127
14,0.17227189377881585,0.13006544831296196,0.4086394293233752,0.05069134960649535,0.01643373862025328,0.03856864994741045,0.21427332274615765,0.16652889735996723,0.12411465644836425,0.4639608770608902,0.05200124438852072,0.015415804134681821,0.039609579276293515,0.0009995164673390624
15,0.16802440164610744,0.12607281590462663,0.40636392775923014,0.04963709245203063,0.016122588771395385,0.03801168955396861,0.19649278074502946,0.1514321219176054,0.12114030905067921,0.4369621932506561,0.05199293214827776,0.016229169582948087,0.039799716975539925,0.0009994449374809851
16,0.15720279728993775,0.11677777130971663,0.39131237342953684,0.048389258910901845,0.01630012555688154,0.03777349763549864,0.19423292949795723,0.14980539234820753,0.11549501232802868,0.43079729229211805,0.05161870401352644,0.015771571127697826,0.04017019225284457,0.0009993684783030088
17,0.15334884580224753,0.11368264293269022,0.3837459497153759,0.048254158440977336,0.016326250252313913,0.037546398595441136,0.19716196842491626,0.15120292291976511,0.11901237107813359,0.4460364282131195,0.0517944997176528,0.015975699480623006,0.040779474657028913,0.0009992870905597548
18,0.1514709890820086,0.11154253378044814,0.3864247867837548,0.048048976832069455,0.01624987852119375,0.037398735992610455,0.18968464881181718,0.14514095410704614,0.1183689545840025,0.43161638975143435,0.05208569467067718,0.017017113417387007,0.0418639212846756,0.0009992007750544874
19,0.1431628521066159,0.10488858341268496,0.37001602742820977,0.04720572223886847,0.016427512641530483,0.03695075812283903,0.1982061818242073,0.15209786961786448,0.12703610993921757,0.44746187925338743,0.05149650890380144,0.016609864449128507,0.04039753852412105,0.0009991095326391058
20,0.14241747930645943,0.10377587773546111,0.3736947953701019,0.047226890665479006,0.016379156141192654,0.036887281318195166,0.2008220985531807,0.1548632516525686,0.11925800777971744,0.4460615158081055,0.05140566546469927,0.016229192074388266,0.040455563180148604,0.0009990133642141356
21,0.13279948341660203,0.0957801134645706,0.357743507809937,0.045856133534107356,0.016394832232617774,0.03605359324719757,0.18131148144602777,0.13609902411699296,0.123351214453578,0.4389979690313339,0.04982196297496557,0.015811005467548968,0.03856810946017504,0.0009989122707287207
22,0.1275527679361403,0.09131053819874069,0.35007256977260115,0.04540121622849256,0.016347358332131988,0.035849128838162866,0.170104406401515,0.12883907214272766,0.10873576700687408,0.39991397857666017,0.0477950731292367,0.015901714470237492,0.03795381840318442,0.0009988062531806124
23,0.13131298427470028,0.09544221408868907,0.34636926390230655,0.04543742269743234,0.016254690490313806,0.03610176764195785,0.1852321084588766,0.14301979450974614,0.11021930053830147,0.4089403748512268,0.049877696111798285,0.016035961266607047,0.03852831022813916,0.0009986953126161617
24,0.1267701130826026,0.09097930636053206,0.34570317566394804,0.0446885874029249,0.016335855657234787,0.03555122915422544,0.1898666650056839,0.14746708176098763,0.11323463544249535,0.41072448194026945,0.04983495268970728,0.016522134467959405,0.03926547914743424,0.0009985794501303066
25,0.1183339346665889,0.08435387381323381,0.3278644274920225,0.04353505034232512,0.016145800659433007,0.03489100970327854,0.16946214959025382,0.12831302345730364,0.10600475333631039,0.39874666929244995,0.047796969301998615,0.015925677586346866,0.037789410911500454,0.0009984586668665637
26,0.11563968770205975,0.08151520319952396,0.3293884195387363,0.043135442701168356,0.01614665951638017,0.03446430240292102,0.1760400902479887,0.13501132663805038,0.10818164199590682,0.39725334048271177,0.04878262579441071,0.01638882583938539,0.03868618831038475,0.0009983329640170144
27,0.11964808688499033,0.08457802002958488,0.338722007162869,0.04382916674949229,0.016064122953685,0.03512151392642408,0.17614756822586058,0.1343336550053209,0.10767386071383953,0.4052861273288727,0.048184283263981345,0.016080835135653615,0.03818168314173818,0.0009982023428222956
28,0.1112437081988901,0.07719305846112548,0.3288232784718275,0.04234689727891237,0.01606920351914596,0.034162932552862915,0.16999390088021754,0.12840888188220562,0.10563091095536947,0.4034386187791824,0.04670047629624605,0.015357372025027871,0.03661732841283083,0.0009980668045715857
29,0.11141276380512863,0.07832368135859724,0.3191384743899107,0.04255270630819723,0.01620901355636306,0.03453586773248389,0.1720994807779789,0.13110756278038024,0.1036601223051548,0.3974624365568161,0.046614335477352144,0.015669478662312032,0.03804607531055808,0.0009979263506025922
30,0.11546978899277746,0.08202246764703887,0.32278707828372716,0.04251978460233659,0.015910835572867654,0.034725353005342185,0.1717460099607706,0.12975688509177416,0.10635041855275632,0.4071361780166626,0.04775153119117022,0.01602400545962155,0.03768103318288922,0.0009977809823015393
31,0.10726611895952373,0.07622504344180925,0.29893133593723176,0.041464975522831085,0.015932099259225653,0.033558199246181177,0.16520069688558578,0.12536656963638962,0.10092552863061428,0.38602977693080903,0.04643259420990944,0.01512440638616681,0.03595688035711646,0.0009976307011031536
32,0.10675077065825463,0.07239914863894228,0.33201203513890504,0.041434753558132795,0.016086148109752684,0.03367077810689807,0.17483340501785277,0.13298957392107696,0.1136344961822033,0.4051169142127037,0.04963516443967819,0.01697198087349534,0.03935920558869839,0.0009974755084906496
33,0.09966886539477855,0.06758940901345341,0.3095067493617535,0.04073105558054522,0.015708020675810987,0.032571855606511234,0.17055490240454674,0.1298641770845279,0.10739695504307747,0.3936462432146072,0.04887248780578375,0.017432657396420838,0.03897369261831045,0.0009973154059957155
34,0.10062344600446523,0.06915962220373331,0.30329785756766797,0.04070389358093962,0.01599798144889064,0.033250377664808185,0.1708029117435217,0.13181929984129964,0.10131514724344015,0.3772489711642265,0.047029806300997734,0.015905839018523694,0.037615645583719014,0.0009971503951984987
35,0.10123805906623602,0.06936251726292539,0.30757309347391126,0.04023271109908819,0.01567892070452217,0.0327050942578353,0.17052109725773335,0.13065469751600176,0.10049165189266204,0.3861871749162674,0.04644524026662111,0.015938900224864484,0.03771178768947721,0.0009969804777275892
36,0.09812100743874907,0.06795987415243872,0.2905489530414343,0.03976029724581167,0.015551610584952868,0.032444544520694764,0.16586777977645398,0.12616951267700643,0.10153940916061402,0.3840836241841316,0.04753097780048847,0.016964383143931627,0.03865102138370276,0.0009968056552600035
37,0.09488011787179858,0.06519969619766926,0.28591345390304923,0.03906683528330177,0.01538696168572642,0.03179342004004866,0.16750693060457705,0.1282418478978798,0.10146973803639411,0.3803898960351944,0.04557488299906254,0.0157293907366693,0.03645249484106898,0.000996625929521169
38,0.09277959021274,0.06369247315451503,0.28002420337870715,0.03879836985142902,0.015436433523427695,0.03159373616799712,0.16169419400393964,0.12228787627536804,0.09742279257625341,0.38173833042383193,0.04577744547277689,0.015846910933032633,0.036658506095409396,0.0009964413022849061
39,0.11092565478757024,0.07928161179734161,0.3054597213864326,0.03942754976451397,0.015475987779791468,0.033108946424908935,0.1741316460072994,0.13420243964064865,0.10121442694216967,0.38660292625427245,0.04716117959469557,0.01628451868891716,0.03758362680673599,0.0009962517753734112
40,0.09466948728077114,0.0641507918779098,0.2943405511789024,0.03872875621309504,0.015503205455024727,0.03179186212364584,0.1794498462229967,0.13796981468331068,0.10198891665786505,0.40254436135292054,0.04578953795135021,0.015490019135177136,0.03771664509549737,0.0009960573506572383
41,0.09521073487121612,0.06477096156886546,0.29359295032918453,0.03854062744649127,0.015483261327608489,0.03183721132809296,0.16328606829047204,0.12450769920833409,0.09780973140150309,0.37552510201931,0.04581319224089384,0.015479887556284665,0.03667529998347163,0.0009958580300552808
42,0.0945052970899269,0.06471998765700845,0.28716537449508905,0.038109453930519524,0.015329076972557231,0.031535297667142005,0.16331998035311698,0.12377480899449438,0.09803443867713213,0.38322090804576875,0.045412495359778406,0.01574169173836708,0.03654185701161623,0.0009956538155347526
43,0.08774495057296008,0.05906882183480775,0.2762140170671046,0.03760869747493416,0.015127592493081465,0.030640987085644156,0.16140612326562404,0.1215390395373106,0.09716232717037201,0.3863752454519272,0.04575148653239012,0.01572657092474401,0.03622773764654994,0.0009954447091111687
44,0.09074212920386344,0.06127419271069812,0.2839577687904239,0.0380734101170674,0.01553452857187949,0.031665102194529025,0.16142772771418096,0.12226340856868774,0.09836950358003378,0.3795339003205299,0.0450319018214941,0.01551434793509543,0.036392410006374123,0.0009952307128483248
45,0.08790478014852851,0.05928317470243201,0.27561319759115577,0.037626256537623706,0.015388000247185118,0.031087257718900217,0.17403022535145282,0.1338082608534023,0.09888329654932022,0.3899646893143654,0.045363289304077625,0.01591136660426855,0.03680327320471406,0.000995011828858278
46,0.08816468634177,0.05798926180796116,0.29129303926602007,0.037141885398887096,0.01516410689218901,0.030579194449819623,0.17073729149997235,0.13112012112978846,0.10684769675135612,0.38405540138483046,0.044964597932994364,0.015617030719295145,0.036330913193523884,0.0009947880593013246
47,0.08776405262760818,0.05828501329233404,0.28428644193336366,0.03701076891738921,0.015508955522091129,0.030792974994983523,0.16609203778207302,0.12677138631697743,0.10460528582334519,0.38007053881883623,0.047641427256166935,0.018038485990837218,0.040009813383221626,0.00099455940638598
48,0.08955113214906305,0.05933535552685498,0.2917103542946279,0.036928050580900165,0.01530897755001206,0.03099265960045159,0.17080762088298798,0.13221246821340174,0.09656268376857043,0.37357527315616607,0.04593604523688555,0.015945204719901084,0.037098948005586864,0.0009943258723689563
49,0.08589427066035568,0.05717447004863061,0.2767624848522246,0.03681004055542871,0.015367531884112395,0.030768043687567116,0.15996011160314083,0.12219948206329719,0.09353115428239107,0.3652229025959969,0.04561032429337501,0.016306303488090635,0.03690754994750023,0.0009940874595551397
50,0.08882556923199444,0.060286971099412764,0.2749706179834902,0.036622840340714904,0.01545398443704471,0.030874693742953242,0.14976137205958368,0.11177519899792969,0.09479027036577463,0.3673189148306847,0.04556085336953401,0.017153230402618645,0.03769396664574742,0.0009938441702975682
51,0.08412435983773321,0.05636779678752646,0.2672076435759664,0.03647659048438072,0.01531330013240222,0.030497861525509505,0.16174840480089187,0.12235394034069032,0.09508226104080678,0.38212982565164566,0.04380898699164391,0.015265283407643437,0.03552099671214819,0.000993596006997409
52,0.08160275875125081,0.05467365582589991,0.2590041710063815,0.03623079424723983,0.015203467529499904,0.03041923411656171,0.16826209425926208,0.12779111303389074,0.09832794405519962,0.39256608486175537,0.04432322736829519,0.01639540633186698,0.03684040056541562,0.0009933429721039333
53,0.08428023275919258,0.05663231006401474,0.2661113854497671,0.03657968445913866,0.015259503191919066,0.03053392087458633,0.1568890254944563,0.11727784690447152,0.09934399276971817,0.3835684582591057,0.04613094255328178,0.01658557108603418,0.037791349738836286,0.0009930850681144938
54,0.0982535618590191,0.06854415807902114,0.28640687810257076,0.037651500478386876,0.015784288005670534,0.03242040117038414,0.16609882190823555,0.12555855927057563,0.09797896910458803,0.392509850859642,0.047043679654598235,0.01742033795453608,0.040160049498081204,0.0009928222975744982
55,0.08644463485106826,0.05742649709864054,0.27977231461554763,0.03674645242281258,0.015298883168725297,0.031062230456154794,0.17765222415328025,0.1376438503852114,0.09827335570007563,0.38776227086782455,0.045473785139620304,0.01613375758752227,0.03704899922013283,0.000992554663077386
56,0.08502548772376031,0.05763984145814902,0.2635016958229244,0.03637493118876591,0.01539884514932055,0.030705638328799977,0.169826665148139,0.12903023248072715,0.09806998819112778,0.39613384902477267,0.04367431215941906,0.015478215273469686,0.035674593318253754,0.0009922821672646018
57,0.07672236892394721,0.04973210059615667,0.25972819440066813,0.03558065079851076,0.01529175694740843,0.02992737967870198,0.15859851539134978,0.121239862695802,0.08858824130147695,0.36125740259885786,0.0454874673858285,0.01615805933251977,0.03662833524867892,0.0009920048128255691
58,0.07591381118400023,0.050020335848239485,0.24877759516239167,0.03557631110306829,0.01520943782525137,0.029656865959987046,0.17646426409482957,0.13630290634464473,0.09577918257564307,0.388876935839653,0.046322891302406785,0.01736059836111963,0.03774597067385912,0.0009917226024976642
59,0.08088938368018717,0.053693214985833036,0.2618682044558227,0.035213018010836095,0.015254339872626588,0.02986379723297432,0.19347207769751548,0.1517208531498909,0.10456567164510489,0.40514222383499143,0.04555643368512392,0.016293035261332987,0.037046616245061156,0.0009914355390661888
60,0.08300510628614574,0.05621441131588654,0.25754386391490697,0.03609474126715213,0.01572067952074576,0.030759911198401824,0.15460063181817532,0.11581447632052004,0.09185261186212301,0.37583136558532715,0.04459196571260691,0.015558937145397068,0.035990300867706534,0.0009911436253643437
61,0.08136170234065503,0.05585686742706457,0.24482480762526393,0.035698682034853844,0.015419000561814755,0.030271917395293713,0.18058373257517815,0.14143440609332175,0.10076059587299824,0.37896671444177626,0.0462816558778286,0.016351069137454034,0.037331005465239285,0.0009908468642731987
62,0.07606464624404907,0.04950413046972244,0.2554133297875524,0.035572125588078055,0.015386988077079878,0.030055669753346594,0.15501541532576085,0.11633338237879798,0.09107302632182837,0.37445406019687655,0.04533098582178354,0.016500380495563148,0.036832955479621884,0.0009905452587216663
63,0.07484640129841864,0.04983129731481313,0.24001786950975657,0.03545998519985005,0.01520585230900906,0.029751909407787026,0.17256660498678683,0.13387549802428111,0.0958000760525465,0.3745014280080795,0.045342085883021355,0.016706304531544446,0.036967973504215476,0.0009902388116864716
64,0.07467110787983984,0.04959061935660429,0.24083150457590818,0.03474764745915308,0.015119253285229206,0.02935263873077929,0.14836912266910077,0.11002117935568094,0.0888298761099577,0.37144714444875715,0.04389454592019319,0.016266583045944572,0.03622334254905581,0.0009899275261921227
65,0.07643601768650114,0.04917494429682847,0.26262825140729545,0.03474879916757345,0.01516360909154173,0.029377223271876574,0.15394132174551486,0.115639977902174,0.09048659149557352,0.37042380422353743,0.04618025831878185,0.016767880553379653,0.03719900669530034,0.0009896114053108821
66,0.07899221102707088,0.0521008233736211,0.2588783393613994,0.034995248599443585,0.015182443385128863,0.029594977805390953,0.15324642919003964,0.11511768526397645,0.09265394173562527,0.3684025704860687,0.0469069691374898,0.01751743503846228,0.03882353808730841,0.0009892904521627353
67,0.07451644369866699,0.04872096739345579,0.24797876458615065,0.034788837179075924,0.015091127838240936,0.029349333222489803,0.17069121189415454,0.13092956335749478,0.09354301411658525,0.3853067845106125,0.04531857725232839,0.016229952126741408,0.03613736685365439,0.0009889646699153601
68,0.07453671905677765,0.0481666984007461,0.253843611292541,0.03439129836624488,0.014891642940347083,0.029148020211141556,0.19153266511857509,0.14861471068579704,0.10796737484633923,0.41679286360740664,0.04577563963830471,0.016157751018181444,0.03787976931780577,0.0009886340617840958
69,0.07803497293498367,0.05014059820678085,0.26902246540412306,0.03449615158606321,0.015110239901696331,0.02960736719542183,0.15994552411139012,0.12026616372168064,0.0925404243171215,0.3839861795306206,0.047134784422814845,0.016902373218908907,0.03792496742680669,0.0009882986310319113
70,0.07202987710479647,0.04692657546256669,0.24124286249279975,0.03405921073863283,0.01489155032322742,0.028897474968107417,0.16104002557694913,0.12260024137794971,0.09140443969517946,0.37200246304273604,0.04530391935259104,0.01667339107953012,0.036816618964076044,0.0009879583809693727
71,0.06740011429646983,0.04313001378759509,0.23312540743499993,0.03323685610666871,0.014641127572394908,0.027992964559234678,0.1622705116868019,0.12442989458795636,0.08866586741060019,0.3661356970667839,0.045336471311748026,0.01601582788862288,0.036557676177471875,0.0009876133149546106
72,0.0775310701224953,0.05187300165271154,0.24671765528619288,0.03441240246174857,0.014902698231162503,0.02952915453934111,0.18097860775887967,0.13943850838113575,0.10278487764298916,0.40186640471220014,0.04954774770885706,0.0181251416914165,0.0410415418446064,0.0009872634363932876
73,0.07255467718932777,0.04712466764249257,0.2444608730264008,0.03427183158928528,0.014924283622531221,0.029694483795901762,0.16342005580663682,0.12517315730219708,0.08916877806186677,0.3701168894767761,0.045702429674565795,0.0160580781288445,0.03674780307337642,0.0009869087487385634
74,0.07481394736096263,0.04845697310447576,0.25384200271219015,0.03387466024141759,0.01476400233223103,0.029065013071522115,0.17677119970321656,0.1342575292335823,0.10690837651491165,0.41299002170562743,0.044537419080734254,0.01619601738639176,0.03709738478064537,0.0009865492554910623
75,0.07481178583111614,0.049374393397010864,0.24438988976180553,0.0348425138159655,0.015077651434694417,0.029800457321107386,0.17870113737881183,0.13854238351341336,0.09500102866441011,0.38922533541917803,0.04562068544328213,0.016190453572198747,0.03677326431497931,0.0009861849601988373
76,0.07110314818564803,0.04581092702210299,0.24312071288004516,0.03395409160293639,0.015053418255411089,0.029175814392510803,0.15294132195413113,0.11459200722165405,0.08730902820825577,0.37144269198179247,0.044242987595498565,0.016009089769795537,0.03605051143094897,0.000985815866457336
77,0.0669347234768793,0.04220966697394033,0.23773397793993353,0.033067530358675865,0.014515366737032308,0.027857655147090554,0.1567973457276821,0.11835927692009136,0.09082026891410351,0.37239221930503846,0.04421906042844057,0.01572333467192948,0.03542334651574493,0.0009854419779093645
78,0.06441518794745207,0.040242866500193486,0.2323599194176495,0.0324289500946179,0.014387511563836598,0.02754726087441668,0.1674708615988493,0.12851179377175867,0.08894700538367033,0.3771615490317345,0.04599677063524723,0.0161487587261945,0.036681702360510826,0.000985063298245052
79,0.06355213556671516,0.0404406815971015,0.2217409983277321,0.03239980670623481,0.014467896110727452,0.027554093312937768,0.16999036334455014,0.13236828830558806,0.09394752830266953,0.3637763187289238,0.045805477909743784,0.01641667722724378,0.036768073216080666,0.0009846798312018136
80,0.06795918315183372,0.04325523131410591,0.23745558997616173,0.03309149865526706,0.014828128373483195,0.02845090240589343,0.163969087600708,0.1250834712991491,0.09184758383780718,0.37658417969942093,0.04487268906086683,0.016487439256161453,0.037381728552281855,0.0009842915805643145
81,0.07532783793285489,0.05088335594118689,0.23462824625894427,0.03380612041801214,0.015276734574581497,0.029542046214919536,0.2019201923161745,0.158598462655209,0.10082385540008545,0.4202800214290619,0.04737693518400192,0.01730947708711028,0.03898718496784568,0.0009838985501644318
82,0.0692192385205999,0.045397580854478294,0.2285625589080155,0.033128703909460454,0.015141360083362088,0.02875321814790368,0.16634502895176412,0.1272689142730087,0.08787566460669041,0.37838238328695295,0.04573840741068125,0.016155519476160406,0.03707346068695187,0.0009835007438812166
83,0.06668036699993536,0.042996080290322425,0.22741213655099274,0.03263170127756894,0.014521891661570408,0.027967379917390643,0.17378208674490453,0.13422635457245632,0.09047039002180099,0.3830831408500671,0.046024838089942934,0.016346419975161553,0.0368792250752449,0.0009830981656408565
84,0.07045747130177915,0.045731865635025314,0.23774895863607526,0.032895128172822294,0.014640309667447582,0.028619779646396636,0.17764787822961808,0.1373761629802175,0.09334278665482998,0.3902152508497238,0.04561324883252382,0.016896257735788824,0.03735620630905032,0.0009826908194166361
85,0.07124166561989113,0.04678537896397757,0.23502349592745303,0.03287919670110569,0.014817634789505974,0.028745116741629318,0.19559787400066853,0.15300520402379333,0.09653628375381232,0.41305705308914187,0.04736657291650772,0.016981751564890145,0.03903051791712642,0.000982278709228898
86,0.06901551723713055,0.04501814143950469,0.23034306345507502,0.03319375073770061,0.014959711467963644,0.02891787712578662,0.16538555957376957,0.12587165501900016,0.09154994878917933,0.38230106681585313,0.046653200313448905,0.017536604683846234,0.039176273997873066,0.000981861839145004
87,0.07038254417711869,0.045642124490404966,0.23764252504333855,0.03364923396147788,0.015159098926233128,0.029322491033235566,0.15720593370497227,0.11947193762753158,0.09091645311564207,0.36483352780342104,0.046009141765534875,0.016523018339648844,0.03677446199581027,0.000981440213279293
88,0.06521018005441874,0.041067606664728376,0.23202386535704136,0.03239992000162602,0.014609410462435335,0.027948428242234515,0.16413404941558837,0.12313615176826716,0.10437605306506156,0.39776455610990524,0.04515991155058145,0.015912190545350313,0.03644136479124427,0.000981013835793042
89,0.06534729818813503,0.04136963688069954,0.23036253079771996,0.03258579869288951,0.014484631505911238,0.02799336665775627,0.1600757297128439,0.12072934077586979,0.08918220922350883,0.38115145117044447,0.045156142115592955,0.016406321479007602,0.03727535847574472,0.000980582710894425
90,0.06402198335854337,0.04026080727635417,0.22829596800729632,0.03215565923601389,0.014423284042277374,0.027830391295719892,0.17181052900850774,0.13284007409820334,0.09075024351477623,0.377390930056572,0.045497212931513785,0.0160707694478333,0.03659745985642075,0.0009801468428384706
91,0.05973277596058324,0.037371043050370645,0.2144557154737413,0.03156151515431702,0.0142465399869252,0.027052502776496113,0.1765506647527218,0.1364345859270543,0.09426491912454367,0.38848543018102644,0.046532445773482325,0.016844647377729415,0.03737970357760787,0.0009797062359270204
92,0.06164564185310155,0.0393690166027227,0.213634673692286,0.03141099239001051,0.014246868417831137,0.027155992551706733,0.18389908745884895,0.14510613095480948,0.09664150699973106,0.37536413967609406,0.04610959868878126,0.016717337956652045,0.0373552767559886,0.000979260894508687
93,0.06685782563872636,0.04326984572180663,0.2265144710429013,0.032170117448549716,0.014656504220329224,0.028132116049528123,0.16215688735246658,0.12342336130095646,0.08807264529168606,0.37465242594480513,0.04630093649029732,0.017112916754558682,0.03769647674635053,0.0009788108229788102
94,0.06739682469051331,0.043171746045845796,0.23291920628398657,0.03218314344994724,0.014474746817722917,0.028136258566519246,0.17704332023859023,0.13440886174794286,0.09679876528680324,0.4131326824426651,0.0479380939155817,0.018121359590440988,0.04005643595010042,0.0009783560257794143
95,0.06520965984091162,0.04183497791818809,0.22449118085205555,0.0320085795246996,0.014269571332260967,0.02791708481963724,0.17315203621983527,0.1321069377474487,0.10141939371824264,0.39776341468095777,0.046429216675460336,0.017008440289646386,0.03860764829441905,0.000977896507399164
96,0.06283831495093181,0.04023050511314068,0.21689297258853912,0.03156370172509924,0.014361908507999033,0.027322088065557183,0.16321688741445542,0.12499587523052469,0.08661439307034016,0.37017533332109454,0.04451140984892845,0.015662562055513262,0.03586666751652956,0.0009774322723733204
97,0.062206787976901975,0.03923617773689329,0.22060674494132398,0.031396598322317004,0.014100166302523576,0.027327689307276158,0.16337310448288916,0.12279359011445194,0.10027014389634133,0.3933057799935341,0.04594014324247837,0.016506449040025472,0.03831452950835228,0.0009769633252836956
98,0.06583815657068044,0.041418750430602815,0.23486691983416677,0.032080123282503335,0.014555554592516274,0.028096654737601055,0.16441528871655464,0.1244061695644632,0.09231528528034687,0.3874911978840828,0.04624705612659454,0.01675286781974137,0.038010818511247636,0.0009764896707586083
99,0.06217097667977214,0.039833255198391274,0.2143114684149623,0.03134754347847775,0.013981200382113456,0.027058471232885496,0.16363042816519738,0.12492988097947091,0.09094202183187008,0.3739273712038994,0.04766150694340467,0.017728802794590593,0.038894785288721326,0.0009760113134728371
100,0.06992824042681604,0.04520886037789751,0.2377265709452331,0.03231769351987168,0.01501843766309321,0.02867235046578571,0.18730792440474034,0.14831265360116958,0.0939131585881114,0.3771103903651237,0.046914708241820334,0.017296935059130193,0.03856797646731138,0.0009755282581475756
101,0.06044548973441124,0.0365197731895023,0.2302941108122468,0.03067671094322577,0.014138541708234698,0.02657455683220178,0.16373985894024373,0.12507717254338785,0.08749009072780609,0.37396412491798403,0.04625525306910276,0.01705848299898207,0.03746472569182515,0.0009750405095503846
102,0.060116294713225216,0.0376172888718429,0.21600298034027218,0.03083711160579696,0.014098253104020842,0.02654629496973939,0.1736691255122423,0.1335020286263898,0.10049739554524421,0.38939463198184965,0.04551532454788685,0.015866185631603004,0.036259138491004705,0.0009745480724951461
103,0.05758461520308629,0.03528216723716469,0.21425679931417108,0.030134642426855863,0.013703742725192569,0.02595498217851855,0.15755244717001915,0.11999720850726589,0.08622153624892234,0.3632006511092186,0.04501121249049902,0.016747319186106325,0.03658523643389344,0.0009740509518420147
104,0.055697170295752586,0.035057770655112105,0.1975620198994875,0.03042480058502406,0.013735035201534629,0.025952678348403424,0.14840949922800065,0.11166807250119745,0.08183499239385128,0.35516807436943054,0.04483591560274362,0.01639501079916954,0.03720806566998362,0.0009735491524973707
105,0.06027574035106227,0.03948026119069255,0.19899468272924423,0.03084327853284776,0.013957271975232288,0.026875572762219236,0.16089928783476354,0.12327914822380989,0.08799920100718736,0.36396785378456115,0.04495203606784344,0.016215612506493927,0.036526969913393256,0.0009730426794137714
106,0.06504624153021724,0.04124148579576285,0.22902502734214067,0.031096967007033526,0.014015681741875596,0.02713893325999379,0.17813382782042025,0.13750790032790974,0.08950779847800731,0.3934712693095207,0.04690491184592247,0.017035136045888067,0.0379189227707684,0.0009725315375899012
107,0.057864556671120226,0.03617075340480369,0.2081306061707437,0.030262455373303965,0.013774652170832269,0.026334762608166785,0.16408467739820481,0.12578514277702196,0.08771059680730105,0.37092554718256,0.04475325644016266,0.015595742408186198,0.03588210744783282,0.0009720157320705237
